Result,name,Context
✅ FOUND in military_events table ,7853,"id=7853, qid='Q4141642', name='Anglo-Russian invasion of Holland', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Aftocht%20Engelsen%20Russen%201799.jpg', description='military conflict in the Batavian Republic', start_time='1799-08-27T00:00:00Z', end_time='1799-10-06T00:00:00Z', point_in_time='1799-08-27T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Anglo-Russian_invasion_of_Holland', lat=52.7, lon=4.682083333, depth_index='7364_19_83_6_49', depth_level=5, descendant_count=2"
✅ UPDATED in military_events table,7853,"start_time='1799-08-27T00:00:00Z', end_time='1799-10-06T00:00:00Z', point_in_time='1799-08-27T00:00:00Z'"
 fit_descendant_date updated.,7853,"start_time=1799-08-27T00:00:00Z, end_time=1799-10-06T00:00:00Z, point_in_time=1799-08-27T00:00:00Z"
✅ Updated coords and dates,7853,"name=Anglo-Russian invasion of Holland, descendant_count=2"
✅ FOUND in military_events table ,7861,"id=7861, qid='Q1190696', name='War of the Oranges', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%20-%20Godoy%20como%20general%20-%20Google%20Art%20Project.jpg', description='conflict', start_time='1801-01-01T00:00:00Z', end_time='1801-06-09T00:00:00Z', point_in_time='1801-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/War_of_the_Oranges', lat=7.6233828500000005, lon=-29.4245737, depth_index='7364_19_83_6_56', depth_level=5, descendant_count=3"
✅ UPDATED in military_events table,7861,"start_time='1801-01-01T00:00:00Z', end_time='1801-06-09T00:00:00Z', point_in_time='1801-01-01T00:00:00Z'"
 fit_descendant_date updated.,7861,"start_time=1801-01-01T00:00:00Z, end_time=1801-06-09T00:00:00Z, point_in_time=1801-01-01T00:00:00Z"
✅ Updated coords and dates,7861,"name=War of the Oranges, descendant_count=3"
✅ FOUND in military_events table ,7899,"id=7899, qid='Q306150', name='Polish–Austrian War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Death%20of%20Cyprian%20Godebski%20at%20the%20Battle%20of%20Raszyn%201809%20by%20January%20Suchodolski%20%281855%29.png', description='1809 war during the War of the Fifth Coalition', start_time='1809-04-19T00:00:00Z', end_time='1809-05-03T00:00:00Z', point_in_time='1809-04-19T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Austro-Polish_War', lat=52.20527778, lon=21.07887778, depth_index='7364_19_83_8_7', depth_level=5, descendant_count=3"
✅ UPDATED in military_events table,7899,"start_time='1809-04-19T00:00:00Z', end_time='1809-05-03T00:00:00Z', point_in_time='1809-04-19T00:00:00Z'"
 fit_descendant_date updated.,7899,"start_time=1809-04-19T00:00:00Z, end_time=1809-05-03T00:00:00Z, point_in_time=1809-04-19T00:00:00Z"
✅ Updated coords and dates,7899,"name=Polish–Austrian War, descendant_count=3"
✅ FOUND in military_events table ,7908,"id=7908, qid='Q695201', name='Battles of Bergisel', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Combat%20du%20Bergisel.jpg', description='1809 battles of the Tyrolean Rebellion', start_time='1809-05-25T00:00:00Z', end_time='1809-10-21T00:00:00Z', point_in_time='1809-05-25T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battles_of_Bergisel', lat=47.248888888, lon=11.399166666, depth_index='7364_19_83_8_13', depth_level=5, descendant_count=4"
✅ UPDATED in military_events table,7908,"start_time='1809-05-25T00:00:00Z', end_time='1809-10-21T00:00:00Z', point_in_time='1809-05-25T00:00:00Z'"
 fit_descendant_date updated.,7908,"start_time=1809-05-25T00:00:00Z, end_time=1809-10-21T00:00:00Z, point_in_time=1809-05-25T00:00:00Z"
✅ Updated coords and dates,7908,"name=Battles of Bergisel, descendant_count=4"
✅ FOUND in military_events table ,7921,"id=7921, qid='Q1911564', name='Mauritius campaign', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Venus%20vs%20Ceylon.jpg', description='1809–1811 military campaign', start_time='1809-08-23T00:00:00Z', end_time='1811-05-20T00:00:00Z', point_in_time='1809-08-23T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Mauritius_campaign_of_1809%E2%80%931811', lat=-7.313610000000001, lon=71.125, depth_index='7364_19_83_8_22', depth_level=5, descendant_count=4"
✅ UPDATED in military_events table,7921,"start_time='1809-08-23T00:00:00Z', end_time='1811-05-20T00:00:00Z', point_in_time='1809-08-23T00:00:00Z'"
 fit_descendant_date updated.,7921,"start_time=1809-08-23T00:00:00Z, end_time=1811-05-20T00:00:00Z, point_in_time=1809-08-23T00:00:00Z"
✅ Updated coords and dates,7921,"name=Mauritius campaign, descendant_count=4"
✅ FOUND in military_events table ,7927,"id=7927, qid='Q664364', name='Tyrolean Rebellion', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20von%20Defregger%20Heimkehrender%20Tiroler%20Landsturm.jpg', description='1809 rebellion during the War of the Fifth Coalition', start_time='1809-04-11T00:00:00Z', end_time='1809-11-22T00:00:00Z', point_in_time='1809-04-11T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Tyrolean_Rebellion', lat=47.191666666, lon=11.7101555555, depth_index='7364_19_83_8_24', depth_level=5, descendant_count=10"
✅ UPDATED in military_events table,7927,"start_time='1809-04-11T00:00:00Z', end_time='1809-11-22T00:00:00Z', point_in_time='1809-04-11T00:00:00Z'"
 fit_descendant_date updated.,7927,"start_time=1809-04-11T00:00:00Z, end_time=1809-11-22T00:00:00Z, point_in_time=1809-04-11T00:00:00Z"
✅ Updated coords and dates,7927,"name=Tyrolean Rebellion, descendant_count=10"
✅ FOUND in military_events table ,7952,"id=7952, qid='Q2935365', name='1814 campaign in France', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Louis-Ernest%20Meissonier-Campagne%20de%20France.jpg', description='1814 campaign during the Napoleonic Wars', start_time='1814-02-02T00:00:00Z', end_time='1814-02-18T00:00:00Z', point_in_time='1814-02-02T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Campaign_in_north-east_France_(1814)', lat=48.41375, lon=3.682222222, depth_index='7364_19_83_9_7', depth_level=5, descendant_count=2"
✅ UPDATED in military_events table,7952,"start_time='1814-02-02T00:00:00Z', end_time='1814-02-18T00:00:00Z', point_in_time='1814-02-02T00:00:00Z'"
 fit_descendant_date updated.,7952,"start_time=1814-02-02T00:00:00Z, end_time=1814-02-18T00:00:00Z, point_in_time=1814-02-02T00:00:00Z"
✅ Updated coords and dates,7952,"name=1814 campaign in France, descendant_count=2"
✅ FOUND in military_events table ,7968,"id=7968, qid='Q814235', name='German Campaign of 1813', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Mitteleuropa%20vor%20dem%20Beginn%20der%20Freiheitskriege%201813.jpg', description='conflict', start_time='1813-02-20T00:00:00Z', end_time='1814-05-04T00:00:00Z', point_in_time='1813-02-20T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/German_campaign_of_1813', lat=50.576403, lon=9.210915, depth_index='7364_19_83_9_21', depth_level=5, descendant_count=31"
✅ UPDATED in military_events table,7968,"start_time='1813-02-20T00:00:00Z', end_time='1814-05-04T00:00:00Z', point_in_time='1813-02-20T00:00:00Z'"
 fit_descendant_date updated.,7968,"start_time=1813-02-20T00:00:00Z, end_time=1814-05-04T00:00:00Z, point_in_time=1813-02-20T00:00:00Z"
✅ Updated coords and dates,7968,"name=German Campaign of 1813, descendant_count=31"
✅ FOUND in military_events table ,11312,"id=11312, qid='Q221703', name='Battle of the Ardennes', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/%D7%A7%D7%A8%D7%91%20%D7%94%D7%90%D7%A8%D7%93%D7%A0%D7%99%D7%9D%201914.jpg', description='1914 one of the opening battles of World War I', start_time='1914-08-22T00:00:00Z', end_time='1914-08-22T00:00:00Z', point_in_time='1914-08-22T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_the_Ardennes', lat=49.5675, lon=5.5325, depth_index='11153_110_1_6_7', depth_level=5, descendant_count=1"
✅ UPDATED in military_events table,11312,"start_time='1914-08-22T00:00:00Z', end_time='1914-08-22T00:00:00Z', point_in_time='1914-08-22T00:00:00Z'"
 fit_descendant_date updated.,11312,"start_time=1914-08-22T00:00:00Z, end_time=1914-08-22T00:00:00Z, point_in_time=1914-08-22T00:00:00Z"
✅ Updated coords and dates,11312,"name=Battle of the Ardennes, descendant_count=1"
✅ FOUND in military_events table ,11334,"id=11334, qid='Q1653331', name='Battle of the Yser', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Yser%20ix.jpg', description='battle which took place in October 1914', start_time='1914-10-16T00:00:00Z', end_time='1914-10-16T00:00:00Z', point_in_time='1914-10-16T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_the_Yser', lat=51.033333333, lon=2.865, depth_index='11153_110_1_11_7', depth_level=5, descendant_count=1"
✅ UPDATED in military_events table,11334,"start_time='1914-10-16T00:00:00Z', end_time='1914-10-16T00:00:00Z', point_in_time='1914-10-16T00:00:00Z'"
 fit_descendant_date updated.,11334,"start_time=1914-10-16T00:00:00Z, end_time=1914-10-16T00:00:00Z, point_in_time=1914-10-16T00:00:00Z"
✅ Updated coords and dates,11334,"name=Battle of the Yser, descendant_count=1"
✅ FOUND in military_events table ,11426,"id=11426, qid='Q1095120', name='Battle of Courtrai', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Liberation%20of%20Bruges%201918.jpg', description='1918 battle of the Hundred Days Offensive of World War I', start_time='1918-10-20T00:00:00Z', end_time='1918-11-11T00:00:00Z', point_in_time='1918-10-20T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_Courtrai_(1918)', lat=50.85, lon=3.6, depth_index='11153_110_1_47_8', depth_level=5, descendant_count=1"
✅ UPDATED in military_events table,11426,"start_time='1918-10-20T00:00:00Z', end_time='1918-11-11T00:00:00Z', point_in_time='1918-10-20T00:00:00Z'"
 fit_descendant_date updated.,11426,"start_time=1918-10-20T00:00:00Z, end_time=1918-11-11T00:00:00Z, point_in_time=1918-10-20T00:00:00Z"
✅ Updated coords and dates,11426,"name=Battle of Courtrai, descendant_count=1"
✅ FOUND in military_events table ,11441,"id=11441, qid='Q2889354', name='Monastir Offensive', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Bg%20ataka%20okolo%20monastir.JPG', description='1916 World War I offensive in the Macedonian front', start_time='1916-09-12T00:00:00Z', end_time='1916-09-14T00:00:00Z', point_in_time='1916-09-12T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Monastir_offensive', lat=40.80355, lon=21.69595, depth_index='11153_110_2_2_5', depth_level=5, descendant_count=1"
✅ UPDATED in military_events table,11441,"start_time='1916-09-12T00:00:00Z', end_time='1916-09-14T00:00:00Z', point_in_time='1916-09-12T00:00:00Z'"
 fit_descendant_date updated.,11441,"start_time=1916-09-12T00:00:00Z, end_time=1916-09-14T00:00:00Z, point_in_time=1916-09-12T00:00:00Z"
✅ Updated coords and dates,11441,"name=Monastir Offensive, descendant_count=1"
✅ FOUND in military_events table ,11463,"id=11463, qid='Q2889252', name='Battle of Mărășești', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Romanian%20troops%20at%20Marasesti%20in%201917.jpg', description='1917 battle during the Romanian Campaign of World War I', start_time='1917-08-19T00:00:00Z', end_time='1917-08-19T00:00:00Z', point_in_time='1917-08-19T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_M%C4%83r%C4%83%C8%99e%C8%99ti', lat=45.88, lon=27.23, depth_index='11153_110_2_4_13', depth_level=5, descendant_count=1"
✅ UPDATED in military_events table,11463,"start_time='1917-08-19T00:00:00Z', end_time='1917-08-19T00:00:00Z', point_in_time='1917-08-19T00:00:00Z'"
 fit_descendant_date updated.,11463,"start_time=1917-08-19T00:00:00Z, end_time=1917-08-19T00:00:00Z, point_in_time=1917-08-19T00:00:00Z"
✅ Updated coords and dates,11463,"name=Battle of Mărășești, descendant_count=1"
✅ FOUND in military_events table ,11509,"id=11509, qid='Q2419855', name='Ukrainian–Soviet War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Pic%20U%20N%20UNR%20Army%20%28March%201918%29.jpg', description=""1917–1921 war between the Bolsheviks and the Ukrainian People's Republic"", start_time='1918-01-29T00:00:00Z', end_time='1919-07-25T00:00:00Z', point_in_time='1918-01-29T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Ukrainian%E2%80%93Soviet_War', lat=49.882828194, lon=29.364583193999998, depth_index='11153_110_3_32_4', depth_level=5, descendant_count=4"
✅ UPDATED in military_events table,11509,"start_time='1918-01-29T00:00:00Z', end_time='1919-07-25T00:00:00Z', point_in_time='1918-01-29T00:00:00Z'"
 fit_descendant_date updated.,11509,"start_time=1918-01-29T00:00:00Z, end_time=1919-07-25T00:00:00Z, point_in_time=1918-01-29T00:00:00Z"
✅ Updated coords and dates,11509,"name=Ukrainian–Soviet War, descendant_count=4"
✅ FOUND in military_events table ,11514,"id=11514, qid='Q842774', name='Polish–Ukrainian War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/PBW%20March%201919.png', description=""1918–1919 conflict between the Second Polish Republic and West Ukrainian People's Republic"", start_time='1918-11-01T00:00:00Z', end_time='1919-06-01T00:00:00Z', point_in_time='1918-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Polish%E2%80%93Ukrainian_War', lat=47.6556527775, lon=27.298450000000003, depth_index='11153_110_3_32_5', depth_level=5, descendant_count=6"
✅ UPDATED in military_events table,11514,"start_time='1918-11-01T00:00:00Z', end_time='1919-06-01T00:00:00Z', point_in_time='1918-01-01T00:00:00Z'"
 fit_descendant_date updated.,11514,"start_time=1918-11-01T00:00:00Z, end_time=1919-06-01T00:00:00Z, point_in_time=1918-01-01T00:00:00Z"
✅ Updated coords and dates,11514,"name=Polish–Ukrainian War, descendant_count=6"
✅ FOUND in military_events table ,11533,"id=11533, qid='Q233242', name='Second Battle of the Isonzo', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/WWI%20-%20Second%20Battle%20of%20the%20Isonzo%20-%2020th%20Cavalleggeri%20di%20Roma%20Cavalry%20Regiment%20position%20in%20the%20Carso.jpg', description='1915 battle', start_time='1915-07-15T00:00:00Z', end_time='1915-07-15T00:00:00Z', point_in_time='1915-07-15T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Second_Battle_of_the_Isonzo', lat=45.9457, lon=13.5916, depth_index='11153_110_4_7_2', depth_level=5, descendant_count=1"
✅ UPDATED in military_events table,11533,"start_time='1915-07-15T00:00:00Z', end_time='1915-07-15T00:00:00Z', point_in_time='1915-07-15T00:00:00Z'"
 fit_descendant_date updated.,11533,"start_time=1915-07-15T00:00:00Z, end_time=1915-07-15T00:00:00Z, point_in_time=1915-07-15T00:00:00Z"
✅ Updated coords and dates,11533,"name=Second Battle of the Isonzo, descendant_count=1"
✅ FOUND in military_events table ,12811,"id=12811, qid='Q697625', name='German invasion of Belgium', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20146-1970-048-11%2C%20Belgien%2C%20Br%C3%BCgge%2C%20Entwaffnung.jpg', description='1940 German conquest of Belgium during World War II', start_time='1940-05-10T00:00:00Z', end_time='1940-05-28T00:00:00Z', point_in_time='1940-05-10T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/German_invasion_of_Belgium_(1940)', lat=50.98471111, lon=4.7075, depth_index='12379_272_2_13_5', depth_level=5, descendant_count=4"
✅ UPDATED in military_events table,12811,"start_time='1940-05-10T00:00:00Z', end_time='1940-05-28T00:00:00Z', point_in_time='1940-05-10T00:00:00Z'"
 fit_descendant_date updated.,12811,"start_time=1940-05-10T00:00:00Z, end_time=1940-05-28T00:00:00Z, point_in_time=1940-05-10T00:00:00Z"
✅ Updated coords and dates,12811,"name=German invasion of Belgium, descendant_count=4"
✅ FOUND in military_events table ,12819,"id=12819, qid='Q208529', name='Battle of Dunkirk', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/British%20gunner%20beach%20dunkirk.png', description='1940 important battle in the Second World War between the Allies and Germany', start_time='1940-05-26T00:00:00Z', end_time='1940-06-04T00:00:00Z', point_in_time='1940-05-26T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_Dunkirk', lat=51.037777777, lon=2.376388888, depth_index='12379_272_2_13_9', depth_level=5, descendant_count=1"
✅ UPDATED in military_events table,12819,"start_time='1940-05-26T00:00:00Z', end_time='1940-06-04T00:00:00Z', point_in_time='1940-05-26T00:00:00Z'"
 fit_descendant_date updated.,12819,"start_time=1940-05-26T00:00:00Z, end_time=1940-06-04T00:00:00Z, point_in_time=1940-05-26T00:00:00Z"
✅ Updated coords and dates,12819,"name=Battle of Dunkirk, descendant_count=1"
✅ FOUND in military_events table ,12838,"id=12838, qid='Q16471', name='Invasion of Normandy', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Into%20the%20Jaws%20of%20Death%2023-0455M%20edit.jpg', description='1944 invasion and establishment of Western Allied forces in Normandy during WWII', start_time='1944-06-05T00:00:00Z', end_time='1944-08-20T00:00:00Z', point_in_time='1944-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Invasion_of_Normandy', lat=49.0, lon=-1.454638889, depth_index='12379_272_2_18_5', depth_level=5, descendant_count=16"
✅ UPDATED in military_events table,12838,"start_time='1944-06-05T00:00:00Z', end_time='1944-08-20T00:00:00Z', point_in_time='1944-01-01T00:00:00Z'"
 fit_descendant_date updated.,12838,"start_time=1944-06-05T00:00:00Z, end_time=1944-08-20T00:00:00Z, point_in_time=1944-01-01T00:00:00Z"
✅ Updated coords and dates,12838,"name=Invasion of Normandy, descendant_count=16"
✅ FOUND in military_events table ,12855,"id=12855, qid='Q696823', name='Battle for Caen', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Tankscaencenter.jpg', description='1944 part of the Battle of Normandy in WWII', start_time='1944-06-07T00:00:00Z', end_time='1944-07-21T00:00:00Z', point_in_time='1944-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_for_Caen', lat=49.181511111, lon=-0.46375, depth_index='12379_272_2_18_6', depth_level=5, descendant_count=9"
